seqnames,start,end,width,strand,source,type,score,phase,gene_id,gene_version,gene_name,gene_source,gene_biotype
chr17,31696657,31712041,15385,-,ensembl_havana,gene,NA,NA,ENSDARG00000055027,7,pomt2,ensembl_havana,protein_coding
chr17,33688220,33707589,19370,-,ensembl_havana,gene,NA,NA,ENSDARG00000091366,4,si:dkey-84k17.2,ensembl_havana,protein_coding
chr17,33699379,33714636,15258,-,ensembl_havana,gene,NA,NA,ENSDARG00000097505,2,DNAL1,ensembl_havana,protein_coding
chr17,37510808,37618891,108084,+,ensembl_havana,gene,NA,NA,ENSDARG00000007198,10,mta1,ensembl_havana,protein_coding
chr17,41475606,41798856,323251,-,ensembl_havana,gene,NA,NA,ENSDARG00000005861,12,ralgapa2,ensembl_havana,protein_coding
chr17,42610094,42799104,189011,-,ensembl_havana,gene,NA,NA,ENSDARG00000079967,6,prkd3,ensembl_havana,protein_coding
chr17,43297456,43400039,102584,-,ensembl_havana,gene,NA,NA,ENSDARG00000070583,8,itpk1b,ensembl_havana,protein_coding
chr17,43863708,43888569,24862,+,ensembl_havana,gene,NA,NA,ENSDARG00000030357,7,zgc:66313,ensembl_havana,protein_coding
chr17,43926523,44002032,75510,+,ensembl_havana,gene,NA,NA,ENSDARG00000032802,10,ktn1,ensembl_havana,protein_coding
chr17,44030692,44080733,50042,+,ensembl_havana,gene,NA,NA,ENSDARG00000029045,7,peli2,ensembl_havana,protein_coding
chr17,44780166,44923661,143496,+,ensembl_havana,gene,NA,NA,ENSDARG00000004158,11,tmem63c,ensembl_havana,protein_coding
chr17,45259259,45302962,43704,+,ensembl_havana,gene,NA,NA,ENSDARG00000074556,5,ganc,ensembl_havana,protein_coding
chr17,49785495,49978986,193492,-,ensembl_havana,gene,NA,NA,ENSDARG00000078322,4,col12a1a,ensembl_havana,protein_coding
chr17,51138092,51199558,61467,-,ensembl_havana,gene,NA,NA,ENSDARG00000027867,10,paplna,ensembl_havana,protein_coding
chr17,51231210,51262430,31221,-,ensembl_havana,gene,NA,NA,ENSDARG00000060101,8,trappc12,ensembl_havana,protein_coding
chr17,52300018,52386518,86501,+,ensembl,gene,NA,NA,ENSDARG00000100847,2,esrrb,ensembl,protein_coding
chr17,53156530,53197232,40703,+,ensembl_havana,gene,NA,NA,ENSDARG00000042839,8,dph6,ensembl_havana,protein_coding
chr14,252650,330636,77987,+,ensembl,gene,NA,NA,ENSDARG00000117737,1,LO018022.2,ensembl,lincRNA
chr14,353099,451555,98457,-,ensembl,gene,NA,NA,ENSDARG00000105285,2,FAT4,ensembl,protein_coding
chr14,4295933,4321874,25942,-,ensembl_havana,gene,NA,NA,ENSDARG00000029088,7,guf1,ensembl_havana,protein_coding
chr14,4478416,4556911,78496,-,ensembl,gene,NA,NA,ENSDARG00000113737,1,GABRA2,ensembl,protein_coding
chr14,6423973,6519076,95104,+,ensembl_havana,gene,NA,NA,ENSDARG00000079009,6,abca1b,ensembl_havana,protein_coding
chr14,8475007,8496669,21663,+,ensembl_havana,gene,NA,NA,ENSDARG00000024090,8,dnajc4,ensembl_havana,protein_coding
chr14,8504410,8573479,69070,+,havana,gene,NA,NA,ENSDARG00000090997,3,vegfba,havana,protein_coding
chr14,14224730,14534457,309728,+,ensembl_havana,gene,NA,NA,ENSDARG00000104786,3,nlgn3a,ensembl_havana,protein_coding
chr14,16483926,16754262,270337,-,ensembl_havana,gene,NA,NA,ENSDARG00000004115,8,mgat4b,ensembl_havana,protein_coding
chr14,17230283,17306261,75979,-,ensembl_havana,gene,NA,NA,ENSDARG00000076090,6,jakmip1,ensembl_havana,protein_coding
chr14,22152060,22168786,16727,+,ensembl_havana,gene,NA,NA,ENSDARG00000075058,5,gabra6a,ensembl_havana,protein_coding
chr14,23076127,23479577,403451,+,ensembl_havana,gene,NA,NA,ENSDARG00000078942,4,enox2,ensembl_havana,protein_coding
chr14,24491818,24761161,269344,-,ensembl_havana,gene,NA,NA,ENSDARG00000034268,10,slit3,ensembl_havana,protein_coding
chr14,25133764,25309360,175597,-,ensembl_havana,gene,NA,NA,ENSDARG00000061940,7,htr4,ensembl_havana,protein_coding
chr14,25464681,25502537,37857,+,ensembl_havana,gene,NA,NA,ENSDARG00000056519,8,si:dkey-280e21.3,ensembl_havana,protein_coding
chr14,25816874,25911567,94694,+,ensembl_havana,gene,NA,NA,ENSDARG00000012019,11,glra1,ensembl_havana,protein_coding
chr14,26272035,26326483,54449,+,ensembl,gene,NA,NA,ENSDARG00000117281,1,FO082779.2,ensembl,lincRNA
chr14,31176952,31465905,288954,-,ensembl_havana,gene,NA,NA,ENSDARG00000032199,9,gpc3,ensembl_havana,protein_coding
chr14,31488579,31507744,19166,+,ensembl_havana,gene,NA,NA,ENSDARG00000004046,8,phf6,ensembl_havana,protein_coding
chr14,31566517,31608159,41643,+,ensembl_havana,gene,NA,NA,ENSDARG00000017931,10,ints6l,ensembl_havana,protein_coding
chr14,32183978,32405387,221410,-,ensembl_havana,gene,NA,NA,ENSDARG00000035056,11,fgf13a,ensembl_havana,protein_coding
chr14,32918172,32945931,27760,+,ensembl_havana,gene,NA,NA,ENSDARG00000071478,9,lnx2b,ensembl_havana,protein_coding
chr14,33722950,33757715,34766,+,ensembl_havana,gene,NA,NA,ENSDARG00000053279,6,apln,ensembl_havana,protein_coding
chr14,35013656,35246931,233276,+,ensembl_havana,gene,NA,NA,ENSDARG00000099849,3,ebf3a,ensembl_havana,protein_coding
chr14,36279826,36325558,45733,-,ensembl_havana,gene,NA,NA,ENSDARG00000052739,8,egf,ensembl_havana,protein_coding
chr14,36752033,36763302,11270,-,ensembl_havana,gene,NA,NA,ENSDARG00000052855,7,ctso,ensembl_havana,protein_coding
chr14,37027924,37128570,100647,-,ensembl,gene,NA,NA,ENSDARG00000117556,1,BX323578.1,ensembl,lincRNA
chr14,38810385,38843690,33306,-,ensembl_havana,gene,NA,NA,ENSDARG00000103996,2,spdl1,ensembl_havana,protein_coding
chr14,39002116,39074539,72424,-,ensembl_havana,gene,NA,NA,ENSDARG00000006865,11,glra4a,ensembl_havana,protein_coding
chr14,42978695,43000836,22142,-,ensembl_havana,gene,NA,NA,ENSDARG00000102824,3,pcdh10b,ensembl_havana,protein_coding
chr14,44545092,44591724,46633,+,ensembl_havana,gene,NA,NA,ENSDARG00000074535,6,lingo2a,ensembl_havana,protein_coding
chr14,45789454,45967981,178528,-,ensembl_havana,gene,NA,NA,ENSDARG00000029609,6,macrod1,ensembl_havana,protein_coding
chr14,47000351,47391084,390734,-,ensembl_havana,gene,NA,NA,ENSDARG00000040198,9,fstl5,ensembl_havana,protein_coding
chr14,47085362,47420101,334740,+,havana,gene,NA,NA,ENSDARG00000105081,2,BX548246.1,havana,antisense
chr14,48305439,48348973,43535,-,ensembl,gene,NA,NA,ENSDARG00000115504,1,CABZ01080056.1,ensembl,protein_coding
chr14,49496163,49603295,107133,+,ensembl,gene,NA,NA,ENSDARG00000117814,1,CABZ01063971.1,ensembl,lincRNA
chr14,49604362,49665640,61279,+,ensembl,gene,NA,NA,ENSDARG00000106873,2,LO018188.1,ensembl,protein_coding
chr14,50839282,50892442,53161,-,ensembl,gene,NA,NA,ENSDARG00000068586,6,CU302253.1,ensembl,protein_coding
chr13,45087,214122,169036,-,ensembl,gene,NA,NA,ENSDARG00000103144,2,ppp1r21,ensembl,protein_coding
chr13,216320,226393,10074,-,ensembl,gene,NA,NA,ENSDARG00000104347,2,rtn4b,ensembl,protein_coding
chr13,450002,479130,29129,-,ensembl_havana,gene,NA,NA,ENSDARG00000059116,7,heatr5b,ensembl_havana,protein_coding
chr13,502230,514843,12614,+,ensembl_havana,gene,NA,NA,ENSDARG00000007347,8,degs1,ensembl_havana,protein_coding
chr13,912123,977652,65530,+,ensembl,gene,NA,NA,ENSDARG00000019451,11,pcsk2,ensembl,protein_coding
chr13,1357552,1374927,17376,+,ensembl_havana,gene,NA,NA,ENSDARG00000074488,5,ifngr1l,ensembl_havana,protein_coding
chr13,2927637,2981472,53836,-,ensembl,gene,NA,NA,ENSDARG00000109443,1,CABZ01087623.1,ensembl,protein_coding
chr13,3667230,3843692,176463,+,ensembl_havana,gene,NA,NA,ENSDARG00000002026,10,qkib,ensembl_havana,protein_coding
chr13,4722200,4848889,126690,-,ensembl_havana,gene,NA,NA,ENSDARG00000101175,2,mcu,ensembl_havana,protein_coding
chr13,4871886,4969687,97802,+,ensembl_havana,gene,NA,NA,ENSDARG00000063358,7,micu1,ensembl_havana,protein_coding
chr13,8255106,8270718,15613,+,ensembl_havana,gene,NA,NA,ENSDARG00000057738,4,hells,ensembl_havana,protein_coding
chr13,9896368,10004186,107819,+,ensembl_havana,gene,NA,NA,ENSDARG00000092855,4,SRBD1,ensembl_havana,protein_coding
chr13,10287702,10346880,59179,-,havana,gene,NA,NA,ENSDARG00000095483,3,AL929457.1,havana,processed_transcript
chr13,10360444,10620794,260351,-,ensembl_havana,gene,NA,NA,ENSDARG00000095224,3,camkmt,ensembl_havana,protein_coding
chr13,10409762,10457446,47685,+,havana,gene,NA,NA,ENSDARG00000098067,2,AL929457.2,havana,antisense
chr13,11073282,11166731,93450,+,ensembl_havana,gene,NA,NA,ENSDARG00000078947,5,sdccag8,ensembl_havana,protein_coding
chr13,12801092,12985932,184841,+,ensembl_havana,gene,NA,NA,ENSDARG00000062330,7,si:ch211-233a24.2,ensembl_havana,protein_coding
chr13,15816573,15904342,87770,+,ensembl_havana,gene,NA,NA,ENSDARG00000009796,11,klc1a,ensembl_havana,protein_coding
chr13,16521898,16886118,364221,+,ensembl_havana,gene,NA,NA,ENSDARG00000079840,6,kcnma1a,ensembl_havana,protein_coding
chr13,18019709,18069421,49713,-,ensembl_havana,gene,NA,NA,ENSDARG00000076703,5,zfand4,ensembl_havana,protein_coding
chr13,18331509,18365319,33811,+,ensembl_havana,gene,NA,NA,ENSDARG00000021404,9,zgc:110319,ensembl_havana,protein_coding
chr13,18520738,18523378,2641,+,ensembl_havana,gene,NA,NA,ENSDARG00000075671,5,tlr4al,ensembl_havana,protein_coding
chr13,21826096,21886312,60217,+,ensembl_havana,gene,NA,NA,ENSDARG00000069397,7,zswim8,ensembl_havana,protein_coding
chr13,22119798,22243311,123514,+,ensembl_havana,gene,NA,NA,ENSDARG00000056206,8,camk2g2,ensembl_havana,protein_coding
chr13,22191361,22195168,3808,-,havana,gene,NA,NA,ENSDARG00000105395,2,BX649385.1,havana,antisense
chr13,22280983,22374036,93054,+,ensembl_havana,gene,NA,NA,ENSDARG00000077948,5,usp54a,ensembl_havana,protein_coding
chr13,24671481,24679636,8156,+,ensembl_havana,gene,NA,NA,ENSDARG00000001452,7,adam8a,ensembl_havana,protein_coding
chr13,24918096,25199260,281165,-,ensembl_havana,gene,NA,NA,ENSDARG00000039429,8,adka,ensembl_havana,protein_coding
chr13,25286538,25379820,93283,+,ensembl_havana,gene,NA,NA,ENSDARG00000011662,9,chuk,ensembl_havana,protein_coding
chr13,25297257,25305179,7923,-,ensembl_havana,gene,NA,NA,ENSDARG00000075265,5,plaua,ensembl_havana,protein_coding
chr13,27951688,28009574,57887,+,ensembl_havana,gene,NA,NA,ENSDARG00000030733,6,b3gat2,ensembl_havana,protein_coding
chr13,32793864,32807641,13778,-,havana,gene,NA,NA,ENSDARG00000100616,2,CU019663.1,havana,antisense
chr13,32815241,32899322,84082,-,ensembl_havana,gene,NA,NA,ENSDARG00000017500,12,rock2a,ensembl_havana,protein_coding
chr13,33488032,33551699,63668,+,ensembl,gene,NA,NA,ENSDARG00000014246,10,jag2a,ensembl,protein_coding
chr13,33651416,33689992,38577,+,ensembl,gene,NA,NA,ENSDARG00000116199,1,BX005372.1,ensembl,protein_coding
chr13,33655404,33658885,3482,+,ensembl_havana,gene,NA,NA,ENSDARG00000016656,8,mgme1,ensembl_havana,protein_coding
chr13,36196778,36264861,68084,-,ensembl_havana,gene,NA,NA,ENSDARG00000004931,9,slc8a3,ensembl_havana,protein_coding
chr13,36321088,36391502,70415,-,ensembl_havana,gene,NA,NA,ENSDARG00000007219,11,actn1,ensembl_havana,protein_coding
chr13,36868365,36911118,42754,-,ensembl_havana,gene,NA,NA,ENSDARG00000039123,6,trim9,ensembl_havana,protein_coding
chr13,36923052,36934915,11864,+,ensembl,gene,NA,NA,ENSDARG00000019487,8,tmx1,ensembl,protein_coding
chr13,36958086,36997761,39676,+,ensembl_havana,gene,NA,NA,ENSDARG00000002332,12,frmd6,ensembl_havana,protein_coding
chr13,37075322,37254777,179456,-,ensembl_havana,gene,NA,NA,ENSDARG00000053484,6,syne2b,ensembl_havana,protein_coding
chr13,37491804,37519817,28014,-,ensembl_havana,gene,NA,NA,ENSDARG00000060534,7,sgpp1,ensembl_havana,protein_coding
chr13,38990939,39115963,125025,+,havana,gene,NA,NA,ENSDARG00000076163,5,col19a1,havana,protein_coding
chr13,41125358,41546779,421422,-,ensembl_havana,gene,NA,NA,ENSDARG00000098257,2,pcdh15a,ensembl_havana,protein_coding
chr13,42621205,42674001,52797,-,ensembl_havana,gene,NA,NA,ENSDARG00000010400,11,lrrfip2,ensembl_havana,protein_coding
chr13,45476181,45482003,5823,+,ensembl_havana,gene,NA,NA,ENSDARG00000033364,6,mgst3b,ensembl_havana,protein_coding
chr13,47623916,47691710,67795,+,ensembl_havana,gene,NA,NA,ENSDARG00000074695,6,mertka,ensembl_havana,protein_coding
chr13,48064335,48161568,97234,-,ensembl,gene,NA,NA,ENSDARG00000075331,5,golga4,ensembl,protein_coding
chr13,50151407,50171965,20559,+,ensembl,gene,NA,NA,ENSDARG00000078448,5,gpr137ba,ensembl,protein_coding
chr13,50345345,50366950,21606,-,ensembl,gene,NA,NA,ENSDARG00000068064,5,sirt1,ensembl,protein_coding
chr13,50518815,50567658,48844,-,ensembl_havana,gene,NA,NA,ENSDARG00000042722,7,blnk,ensembl_havana,protein_coding
chr13,50778187,51021871,243685,+,ensembl,gene,NA,NA,ENSDARG00000104792,2,dntt,ensembl,protein_coding
chr13,51297553,51375708,78156,+,ensembl,gene,NA,NA,ENSDARG00000117760,1,CU929144.1,ensembl,lincRNA
chr13,52071971,52105015,33045,+,ensembl,gene,NA,NA,ENSDARG00000109481,1,CABZ01092745.1,ensembl,protein_coding
chr18,272590,299254,26665,-,ensembl,gene,NA,NA,ENSDARG00000117284,1,CU627988.1,ensembl,lincRNA
chr18,333679,399554,65876,-,ensembl_havana,gene,NA,NA,ENSDARG00000105288,2,si:ch211-79l17.1,ensembl_havana,protein_coding
chr18,660578,717350,56773,+,ensembl,gene,NA,NA,ENSDARG00000101933,2,CELF6,ensembl,protein_coding
chr18,907266,951570,44305,+,ensembl_havana,gene,NA,NA,ENSDARG00000099730,3,pkma,ensembl_havana,protein_coding
chr18,1004814,1143998,139185,-,ensembl_havana,gene,NA,NA,ENSDARG00000061685,8,hcn4,ensembl_havana,protein_coding
chr18,4101719,4242214,140496,+,ensembl,gene,NA,NA,ENSDARG00000117580,1,BX000522.1,ensembl,lincRNA
chr18,4902498,4958883,56386,-,ensembl_havana,gene,NA,NA,ENSDARG00000069723,5,zbbx,ensembl_havana,protein_coding
chr18,5843583,5850683,7101,-,ensembl,gene,NA,NA,ENSDARG00000059075,6,nip7,ensembl,protein_coding
chr18,6155258,6265533,110276,+,ensembl_havana,gene,NA,NA,ENSDARG00000088750,5,otogl,ensembl_havana,protein_coding
chr18,7150144,7228004,77861,+,ensembl_havana,gene,NA,NA,ENSDARG00000077231,5,vwf,ensembl_havana,protein_coding
chr18,8255265,8313686,58422,-,ensembl_havana,gene,NA,NA,ENSDARG00000063157,6,mapk8ip2,ensembl_havana,protein_coding
chr18,8340886,8367566,26681,+,ensembl_havana,gene,NA,NA,ENSDARG00000058285,7,cpt1b,ensembl_havana,protein_coding
chr18,10784730,10921383,136654,+,ensembl_havana,gene,NA,NA,ENSDARG00000097017,3,mical3a,ensembl_havana,protein_coding
chr18,12464461,12654011,189551,-,ensembl_havana,gene,NA,NA,ENSDARG00000042518,8,hipk2,ensembl_havana,protein_coding
chr18,12655766,12834323,178558,+,ensembl_havana,gene,NA,NA,ENSDARG00000002249,11,tbxas1,ensembl_havana,protein_coding
chr18,14277003,14332060,55058,+,ensembl_havana,gene,NA,NA,ENSDARG00000004529,11,zgc:173742,ensembl_havana,protein_coding
chr18,14731784,14743659,11876,-,ensembl_havana,gene,NA,NA,ENSDARG00000087394,4,tshz3a,ensembl_havana,protein_coding
chr18,15271993,15289997,18005,+,ensembl,gene,NA,NA,ENSDARG00000062893,6,si:dkey-103i16.6,ensembl,protein_coding
chr18,15287065,15329471,42407,-,ensembl_havana,gene,NA,NA,ENSDARG00000005972,11,ric8b,ensembl_havana,protein_coding
chr18,15469015,15551456,82442,-,ensembl,gene,NA,NA,ENSDARG00000100057,2,ppfibp1b,ensembl,protein_coding
chr18,15778110,15793163,15054,+,ensembl_havana,gene,NA,NA,ENSDARG00000008748,8,ube2na,ensembl_havana,protein_coding
chr18,19143437,19405616,262180,-,ensembl_havana,gene,NA,NA,ENSDARG00000062686,7,megf11,ensembl_havana,protein_coding
chr18,19419120,19451165,32046,+,ensembl_havana,gene,NA,NA,ENSDARG00000007825,10,map2k1,ensembl_havana,protein_coding
chr18,19990412,20025364,34953,+,ensembl_havana,gene,NA,NA,ENSDARG00000062445,9,pias1b,ensembl_havana,protein_coding
chr18,20047374,20082877,35504,+,havana,gene,NA,NA,ENSDARG00000069250,6,uacaa,havana,protein_coding
chr18,20726149,20822045,95897,-,ensembl_havana,gene,NA,NA,ENSDARG00000040991,8,cttnbp2,ensembl_havana,protein_coding
chr18,20881462,21047580,166119,-,ensembl_havana,gene,NA,NA,ENSDARG00000027423,9,igf1ra,ensembl_havana,protein_coding
chr18,21728194,21748966,20773,-,ensembl_havana,gene,NA,NA,ENSDARG00000056713,4,pskh1,ensembl_havana,protein_coding
chr18,21951551,22020509,68959,+,ensembl_havana,gene,NA,NA,ENSDARG00000062138,7,ranbp10,ensembl_havana,protein_coding
chr18,23187419,23356077,168659,+,ensembl_havana,gene,NA,NA,ENSDARG00000031756,11,mef2aa,ensembl_havana,protein_coding
chr18,25003207,25009666,6460,+,ensembl_havana,gene,NA,NA,ENSDARG00000068709,6,fam174b,ensembl_havana,protein_coding
chr18,25783446,25905623,122178,-,ensembl_havana,gene,NA,NA,ENSDARG00000074414,6,sema4ba,ensembl_havana,protein_coding
chr18,27843776,27897217,53442,-,ensembl_havana,gene,NA,NA,ENSDARG00000068678,7,iqcg,ensembl_havana,protein_coding
chr18,29898955,29906010,7056,+,ensembl_havana,gene,NA,NA,ENSDARG00000043640,6,cenpn,ensembl_havana,protein_coding
chr18,30157034,30480827,323794,+,ensembl_havana,gene,NA,NA,ENSDARG00000062020,9,gse1,ensembl_havana,protein_coding
chr18,33652976,33656425,3450,+,ensembl_havana,gene,NA,NA,ENSDARG00000056014,7,si:dkey-47k20.7,ensembl_havana,protein_coding
chr18,35072976,35074623,1648,+,havana,gene,NA,NA,ENSDARG00000071407,6,AL935279.1,havana,unprocessed_pseudogene
chr18,35402759,35407790,5032,-,ensembl_havana,gene,NA,NA,ENSDARG00000018890,10,snrpa,ensembl_havana,protein_coding
chr18,35491473,35736591,245119,-,ensembl,gene,NA,NA,ENSDARG00000023797,13,ryr1b,ensembl,protein_coding
chr18,35742838,35802483,59646,+,ensembl_havana,gene,NA,NA,ENSDARG00000061796,7,rasgrp4,ensembl_havana,protein_coding
chr18,37015185,37201550,186366,+,ensembl_havana,gene,NA,NA,ENSDARG00000061699,7,sipa1l3,ensembl_havana,protein_coding
chr18,38900092,39042201,142110,+,ensembl_havana,gene,NA,NA,ENSDARG00000061635,9,myo5aa,ensembl_havana,protein_coding
chr18,39434589,39473055,38467,-,ensembl_havana,gene,NA,NA,ENSDARG00000086288,3,scg3,ensembl_havana,protein_coding
chr18,41313999,41465606,151608,+,ensembl_havana,gene,NA,NA,ENSDARG00000031095,8,veph1,ensembl_havana,protein_coding
chr18,41495841,41509800,13960,+,ensembl_havana,gene,NA,NA,ENSDARG00000068274,6,si:ch211-203b8.6,ensembl_havana,protein_coding
chr18,42150947,42395161,244215,-,ensembl_havana,gene,NA,NA,ENSDARG00000021584,10,cntn5,ensembl_havana,protein_coding
chr18,42970208,43226503,256296,+,ensembl_havana,gene,NA,NA,ENSDARG00000086034,4,nectin1b,ensembl_havana,protein_coding
chr18,44615591,44623675,8085,-,ensembl_havana,gene,NA,NA,ENSDARG00000020454,10,psmd8,ensembl_havana,protein_coding
chr18,46194037,46208581,14545,-,havana,gene,NA,NA,ENSDARG00000094522,3,si:ch211-14c7.2,havana,protein_coding
chr18,46840797,46957840,117044,-,ensembl,gene,NA,NA,ENSDARG00000074258,4,gramd1bb,ensembl,protein_coding
chr18,47990791,48091102,100312,+,ensembl,gene,NA,NA,ENSDARG00000117712,1,CABZ01086755.1,ensembl,lincRNA
chr18,49282063,49359785,77723,+,havana,gene,NA,NA,ENSDARG00000105687,2,CABZ01070258.1,havana,antisense
chr12,292452,330202,37751,+,ensembl,gene,NA,NA,ENSDARG00000113674,1,CABZ01058222.1,ensembl,protein_coding
chr12,1014418,1034460,20043,-,ensembl_havana,gene,NA,NA,ENSDARG00000037358,7,polr3e,ensembl_havana,protein_coding
chr12,1139690,1241565,101876,+,ensembl,gene,NA,NA,ENSDARG00000104259,2,CABZ01072885.1,ensembl,protein_coding
chr12,3652015,3705862,53848,-,ensembl,gene,NA,NA,ENSDARG00000111945,1,CABZ01069040.1,ensembl,protein_coding
chr12,4114401,4145033,30633,+,ensembl_havana,gene,NA,NA,ENSDARG00000002956,12,si:dkey-32n7.4,ensembl_havana,protein_coding
chr12,4294923,4301376,6454,-,ensembl_havana,gene,NA,NA,ENSDARG00000040510,9,ca15b,ensembl_havana,protein_coding
chr12,5775853,5810279,34427,+,ensembl,gene,NA,NA,ENSDARG00000112024,1,LO017821.1,ensembl,protein_coding
chr12,5842639,5972298,129660,-,havana,gene,NA,NA,ENSDARG00000096779,2,BX294177.1,havana,lincRNA
chr12,6566233,6905375,339143,-,ensembl_havana,gene,NA,NA,ENSDARG00000008127,12,pcdh15b,ensembl_havana,protein_coding
chr12,8168272,8385702,217431,+,ensembl_havana,gene,NA,NA,ENSDARG00000037196,8,arid5b,ensembl_havana,protein_coding
chr12,9360316,9438227,77912,-,ensembl_havana,gene,NA,NA,ENSDARG00000026294,9,erbb2,ensembl_havana,protein_coding
chr12,9497646,9510403,12758,+,ensembl_havana,gene,NA,NA,ENSDARG00000031293,9,dnajc9,ensembl_havana,protein_coding
chr12,12112384,12833736,721353,+,ensembl_havana,gene,NA,NA,ENSDARG00000044161,8,grid1b,ensembl_havana,protein_coding
chr12,16452575,16479291,26717,+,ensembl_havana,gene,NA,NA,ENSDARG00000040110,10,kif20bb,ensembl_havana,protein_coding
chr12,18410608,18414539,3932,-,ensembl_havana,gene,NA,NA,ENSDARG00000056270,6,atpaf2,ensembl_havana,protein_coding
chr12,18578597,18656238,77642,+,ensembl_havana,gene,NA,NA,ENSDARG00000095603,4,grid2ipb,ensembl_havana,protein_coding
chr12,18718065,18787459,69395,+,ensembl_havana,gene,NA,NA,ENSDARG00000076229,5,mrtfab,ensembl_havana,protein_coding
chr12,20227395,20303438,76044,-,ensembl_havana,gene,NA,NA,ENSDARG00000017367,10,rhbdf1b,ensembl_havana,protein_coding
chr12,20378376,20409794,31419,-,ensembl_havana,gene,NA,NA,ENSDARG00000045140,8,lcmt1,ensembl_havana,protein_coding
chr12,23175962,23365737,189776,-,ensembl_havana,gene,NA,NA,ENSDARG00000102470,3,mpp7a,ensembl_havana,protein_coding
chr12,23812530,23935333,122804,+,ensembl_havana,gene,NA,NA,ENSDARG00000055075,9,svila,ensembl_havana,protein_coding
chr12,25894539,25916530,21992,-,ensembl,gene,NA,NA,ENSDARG00000109715,1,sncgb,ensembl,protein_coding
chr12,26023948,26064562,40615,-,ensembl_havana,gene,NA,NA,ENSDARG00000099974,3,ldb3b,ensembl_havana,protein_coding
chr12,26084882,26153101,68220,-,ensembl,gene,NA,NA,ENSDARG00000053929,7,opn4b,ensembl,protein_coding
chr12,26497167,26538823,41657,-,ensembl_havana,gene,NA,NA,ENSDARG00000061201,6,acsf2,ensembl_havana,protein_coding
chr12,26546820,26559650,12831,-,ensembl_havana,gene,NA,NA,ENSDARG00000033446,8,tap2t,ensembl_havana,protein_coding
chr12,27704015,28073562,369548,+,ensembl_havana,gene,NA,NA,ENSDARG00000089913,4,cacna1g,ensembl_havana,protein_coding
chr12,29842836,30032188,189353,-,ensembl_havana,gene,NA,NA,ENSDARG00000006420,12,atrnl1b,ensembl_havana,protein_coding
chr12,30046320,30220346,174027,+,ensembl_havana,gene,NA,NA,ENSDARG00000045064,10,ablim1b,ensembl_havana,protein_coding
chr12,30367079,30422456,55378,+,ensembl_havana,gene,NA,NA,ENSDARG00000061020,7,ccdc186,ensembl_havana,protein_coding
chr12,30977736,31103906,126171,-,ensembl_havana,gene,NA,NA,ENSDARG00000004415,12,tcf7l2,ensembl_havana,protein_coding
chr12,31638045,31710590,72546,+,ensembl_havana,gene,NA,NA,ENSDARG00000074121,5,dnmbp,ensembl_havana,protein_coding
chr12,33361948,33472581,110634,+,ensembl_havana,gene,NA,NA,ENSDARG00000087657,5,fasn,ensembl_havana,protein_coding
chr12,34561304,34758474,197171,-,ensembl_havana,gene,NA,NA,ENSDARG00000080009,5,bahcc1b,ensembl_havana,protein_coding
chr12,34763795,34822821,59027,+,ensembl_havana,gene,NA,NA,ENSDARG00000077081,8,slc38a10,ensembl_havana,protein_coding
chr12,34953038,35019519,66482,+,ensembl_havana,gene,NA,NA,ENSDARG00000010018,11,qki2,ensembl_havana,protein_coding
chr12,35119762,35194800,75039,+,ensembl_havana,gene,NA,NA,ENSDARG00000060680,7,si:ch73-127m5.1,ensembl_havana,protein_coding
chr12,35203091,35339564,136474,+,ensembl_havana,gene,NA,NA,ENSDARG00000060678,8,ndst2b,ensembl_havana,protein_coding
chr12,35345830,35505610,159781,-,ensembl_havana,gene,NA,NA,ENSDARG00000071395,8,camk2g1,ensembl_havana,protein_coding
chr12,35587971,35707358,119388,+,ensembl_havana,gene,NA,NA,ENSDARG00000102024,2,chmp6b,ensembl_havana,protein_coding
chr12,35809503,35830625,21123,-,ensembl,gene,NA,NA,ENSDARG00000112644,1,CU459056.1,ensembl,protein_coding
chr12,36416173,36471889,55717,+,ensembl_havana,gene,NA,NA,ENSDARG00000000935,12,unk,ensembl_havana,protein_coding
chr12,36669128,36740781,71654,-,ensembl_havana,gene,NA,NA,ENSDARG00000060253,7,si:ch211-216b21.2,ensembl_havana,protein_coding
chr12,37214518,37271412,56895,+,havana,gene,NA,NA,ENSDARG00000104543,2,CR456627.1,havana,lincRNA
chr12,38146860,38207439,60580,-,ensembl,gene,NA,NA,ENSDARG00000117630,1,CR855123.1,ensembl,lincRNA
chr12,40205995,40518280,312286,+,ensembl_havana,gene,NA,NA,ENSDARG00000096991,3,CR847968.1,ensembl_havana,lincRNA
chr12,43376436,43576437,200002,-,ensembl_havana,gene,NA,NA,ENSDARG00000015891,11,ptprea,ensembl_havana,protein_coding
chr12,47794089,47862432,68344,+,ensembl,gene,NA,NA,ENSDARG00000102569,3,polr3a,ensembl,protein_coding
chr19,63567,66242,2676,+,havana,gene,NA,NA,ENSDARG00000101559,2,zhx2b,havana,protein_coding
chr19,310494,317532,7039,+,ensembl_havana,gene,NA,NA,ENSDARG00000036940,7,ctss1,ensembl_havana,protein_coding
chr19,1879611,1929310,49700,-,ensembl_havana,gene,NA,NA,ENSDARG00000079456,6,si:ch211-149a19.3,ensembl_havana,protein_coding
chr19,2930132,3056235,126104,-,ensembl_havana,gene,NA,NA,ENSDARG00000063627,10,bop1,ensembl_havana,protein_coding
